input,output
1.996642450109793288e+02,8.190056921664948808e-01
2.010496416260496915e+02,8.178718300585612333e-01
2.024446509976803839e+02,8.167316866311180590e-01
2.038493398252464317e+02,8.155852381459870459e-01
2.052637752709252084e+02,8.144324609328463804e-01
2.066880249629082016e+02,8.132733313921074458e-01
2.081221569986337272e+02,8.121078259978300462e-01
2.095662399480432896e+02,8.109359213006752665e-01
2.110203428568596564e+02,8.097575939308990778e-01
2.124845352498882960e+02,8.085728206013821362e-01
2.139588871343421488e+02,8.073815781107007705e-01
2.154434690031882269e+02,8.061838433462371611e-01
2.169383518385184288e+02,8.049795932873284876e-01
2.184436071149428358e+02,8.037688050084578206e-01
2.199593068030074789e+02,8.025514556824832058e-01
2.214855233726359245e+02,8.013275225839080473e-01
2.230223297965936240e+02,8.000969830921930148e-01
2.245697995539773899e+02,7.988598146951068069e-01
2.261280066337279493e+02,7.976159949921214354e-01
2.276970255381679920e+02,7.963655016978451462e-01
2.292769312865648885e+02,7.951083126454990824e-01
2.308677994187167428e+02,7.938444057904355811e-01
2.324697059985647911e+02,7.925737592136979925e-01
2.340827276178294198e+02,7.912963511256232430e-01
2.357069413996727860e+02,7.900121598694865854e-01
2.373424250023866193e+02,7.887211639251882067e-01
2.389892566231047795e+02,7.874233419129841316e-01
2.406475150015424163e+02,7.861186725972586498e-01
2.423172794237600556e+02,7.848071348903418176e-01
2.439986297259550270e+02,7.834887078563678164e-01
2.456916462982790108e+02,7.821633707151787185e-01
2.473964100886811650e+02,7.808311028462707748e-01
2.491130026067788492e+02,7.794918837927858890e-01
2.508415059277541275e+02,7.781456932655457237e-01
2.525820026962784652e+02,7.767925111471307709e-01
2.543345761304648249e+02,7.754323174960030540e-01
2.560993100258456820e+02,7.740650925506733504e-01
2.578762887593800883e+02,7.726908167339134881e-01
2.596655972934872239e+02,7.713094706570132741e-01
2.614673211801091952e+02,7.699210351240811656e-01
2.632815465648019995e+02,7.685254911363900154e-01
2.651083601908536025e+02,7.671228198967692258e-01
2.669478494034320875e+02,7.657130028140396449e-01
2.688001021537607471e+02,7.642960215074956487e-01
2.706652070033241557e+02,7.628718578114312976e-01
2.725432531281027764e+02,7.614404937797109030e-01
2.744343303228362743e+02,7.600019116903865557e-01
2.763385290053169570e+02,7.585560940503600635e-01
2.782559402207126027e+02,7.571030236000906299e-01
2.801866556459195294e+02,7.556426833183469416e-01
2.821307675939470982e+02,7.541750564270055524e-01
2.840883690183301269e+02,7.527001263958940092e-01
2.860595535175742157e+02,7.512178769476799411e-01
2.880444153396297793e+02,7.497282920628054459e-01
2.900430493863991614e+02,7.482313559844657735e-01
2.920555512182745019e+02,7.467270532236339742e-01
2.940820170587060716e+02,7.452153685641312864e-01
2.961225437988034628e+02,7.436962870677410464e-01
2.981772290019673619e+02,7.421697940793698933e-01
3.002461709085549160e+02,7.406358752322519390e-01
3.023294684405776138e+02,7.390945164531979028e-01
3.044272212064302607e+02,7.375457039678900983e-01
3.065395295056526948e+02,7.359894243062221619e-01
3.086664943337274281e+02,7.344256643076808588e-01
3.108082173869063922e+02,7.328544111267754069e-01
3.129648010670750296e+02,7.312756522385076563e-01
3.151363484866479325e+02,7.296893754438890101e-01
3.173229634734976230e+02,7.280955688754995325e-01
3.195247505759213595e+02,7.264942210030902459e-01
3.217418150676371624e+02,7.248853206392302795e-01
3.239742629528195721e+02,7.232688569449947646e-01
3.262222009711670125e+02,7.216448194356971380e-01
3.284857366030043409e+02,7.200131979866644105e-01
3.307649780744242776e+02,7.183739828390516280e-01
3.330600343624588504e+02,7.167271646057020718e-01
3.353710152002929021e+02,7.150727342770453188e-01
3.376980310825091465e+02,7.134106832270388221e-01
3.400411932703706270e+02,7.117410032191504587e-01
3.424006137971425687e+02,7.100636864123781589e-01
3.447764054734464025e+02,7.083787253673143880e-01
3.471686818926559681e+02,7.066861130522454904e-01
3.495775574363275382e+02,7.049858428492935536e-01
3.520031472796678713e+02,7.032779085605953551e-01
3.544455673970435328e+02,7.015623044145186116e-01
3.569049345675229574e+02,6.998390250719186412e-01
3.593813663804625662e+02,6.981080656324285538e-01
3.618749812411280118e+02,6.963694216407885218e-01
3.643858983763544188e+02,6.946230890932109103e-01
3.669142378402493705e+02,6.928690644437783819e-01
3.694601205199302285e+02,6.911073446108803031e-01
3.720236681413065867e+02,6.893379269836801271e-01
3.746050032748992749e+02,6.875608094286174143e-01
3.772042493416997218e+02,6.857759902959441600e-01
3.798215306190735987e+02,6.839834684262896536e-01
3.824569722466999337e+02,6.821832431572604216e-01
3.851107002325568942e+02,6.803753143300677042e-01
3.877828414589457111e+02,6.785596822961861285e-01
3.904735236885559857e+02,6.767363479240421364e-01
3.931828755705770391e+02,6.749053126057277252e-01
3.959110266468458690e+02,6.730665782637453853e-01
3.986581073580438783e+02,6.712201473577749100e-01
4.014242490499322003e+02,6.693660228914694033e-01
4.042095839796310202e+02,6.675042084192741587e-01
4.070142453219438607e+02,6.656347080532692972e-01
4.098383671757261482e+02,6.637575264700338318e-01
4.126820845702951601e+02,6.618726689175331579e-01
4.155455334718875520e+02,6.599801412220256402e-01
4.184288507901584353e+02,6.580799497949896271e-01
4.213321743847288872e+02,6.561721016400675621e-01
4.242556430717776834e+02,6.542566043600268610e-01
4.271993966306776542e+02,6.523334661637386622e-01
4.301635758106795038e+02,6.504026958731691233e-01
4.331483223376403089e+02,6.484643029303861494e-01
4.361537789208005620e+02,6.465182974045767805e-01
4.391800892596086214e+02,6.445646899990754575e-01
4.422273980505897271e+02,6.426034920584029475e-01
4.452958509942655496e+02,6.406347155753125966e-01
4.483855948021191011e+02,6.386583731978444645e-01
4.514967772036101792e+02,6.366744782363833455e-01
4.546295469532399238e+02,6.346830446707210083e-01
4.577840538376616450e+02,6.326840871571214331e-01
4.609604486828433778e+02,6.306776210353871592e-01
4.641588833612781855e+02,6.286636623359244114e-01
4.673795107992463613e+02,6.266422277868054502e-01
4.706224849841281639e+02,6.246133348208275926e-01
4.738879609717650965e+02,6.225770015825665693e-01
4.771760948938745628e+02,6.205332469354223335e-01
4.804870439655134078e+02,6.184820904686568754e-01
4.838209664925957441e+02,6.164235525044196029e-01
4.871780218794630741e+02,6.143576541047600648e-01
4.905583706365045487e+02,6.122844170786280182e-01
4.939621743878320785e+02,6.102038639888550664e-01
4.973895958790067766e+02,6.081160181591200864e-01
5.008407989848212196e+02,6.060209036808917871e-01
5.043159487171358819e+02,6.039185454203506165e-01
5.078152112327670693e+02,6.018089690252862445e-01
5.113387538414326059e+02,5.996922009319680669e-01
5.148867450137497599e+02,5.975682683719881760e-01
5.184593543892913203e+02,5.954371993790726902e-01
5.220567527846975509e+02,5.932990227958598872e-01
5.256791122018419173e+02,5.911537682806441429e-01
5.293266058360561601e+02,5.890014663140822337e-01
5.329994080844093105e+02,5.868421482058606697e-01
5.366976945540476436e+02,5.846758461013191743e-01
5.404216420705914743e+02,5.825025929880306430e-01
5.441714286865887971e+02,5.803224227023350279e-01
5.479472336900287246e+02,5.781353699358228182e-01
5.517492376129129070e+02,5.759414702417674503e-01
5.555776222398877735e+02,5.737407600415030950e-01
